experiment,dataset,tokenizer,transform,vocab_size,n_bins,seed,accuracy_mean,accuracy_std,accuracy_ci_low,accuracy_ci_high,balanced_accuracy_mean,kappa_mean,timestamp,classifier,n_windows,vocab_type,feature_type,top_k_bigrams,level,vocab_size_l1,vocab_size_l2
S1,sleep_edf,Raw,binary,256,64,456,0.08289750875025557,0.06275522607344876,0.037089871611982884,0.17163120567375886,0.20981698231833878,0.0015238314753663884,2026-03-22T02:36:30.357187,,,,,,,,
S1,sleep_edf,Raw,binary,256,64,789,0.058236264515585744,0.015439206902992638,0.045904647281695056,0.07446808510638298,0.20829201127271949,0.0015911777445946444,2026-03-22T02:36:30.358186,,,,,,,,
S1,sleep_edf,Raw,binary,256,64,2024,0.5324541117490328,0.23446592856782592,0.2012847965738758,0.7124113475177305,0.20997327244564554,0.008219368139414337,2026-03-22T02:36:30.359186,,,,,,,,
S1,bci_iv_2a,BPE,raw,256,64,42,0.2517361111111111,0.01859071574561227,0.22743055555555555,0.2725694444444444,0.2517361111111111,0.0023148148148148064,2026-03-22T02:37:44.953701,,,,,,,,
S1,bci_iv_2a,BPE,raw,256,64,123,0.2511574074074074,0.015614279587074112,0.23263888888888892,0.2708333333333333,0.2511574074074074,0.0015432098765432167,2026-03-22T02:37:44.954706,,,,,,,,
S1,bci_iv_2a,BPE,raw,256,64,456,0.2534722222222222,0.01634773945813139,0.23263888888888892,0.2725694444444444,0.2534722222222222,0.004629629629629613,2026-03-22T02:37:44.955706,,,,,,,,
S1,bci_iv_2a,BPE,raw,256,64,789,0.2511574074074074,0.015678492111277843,0.2309027777777778,0.2690972222222222,0.2511574074074074,0.0015432098765431797,2026-03-22T02:37:44.956206,,,,,,,,
S1,bci_iv_2a,BPE,raw,256,64,2024,0.2534722222222222,0.01634773945813139,0.23263888888888892,0.2725694444444444,0.2534722222222222,0.004629629629629613,2026-03-22T02:37:44.957206,,,,,,,,
S1,bci_iv_2a,BPE,log,256,64,42,0.2667824074074074,0.007274192760403106,0.2569444444444444,0.2743055555555556,0.2667824074074074,0.02237654320987655,2026-03-22T02:39:40.830645,,,,,,,,
S1,bci_iv_2a,BPE,log,256,64,123,0.2673611111111111,0.006495932963149201,0.2586805555555556,0.2743055555555556,0.2673611111111111,0.02314814814814814,2026-03-22T02:39:40.831646,,,,,,,,
S1,bci_iv_2a,BPE,log,256,64,456,0.2673611111111111,0.006178864729184765,0.2586805555555556,0.2725694444444444,0.2673611111111111,0.02314814814814814,2026-03-22T02:39:40.832145,,,,,,,,
S1,bci_iv_2a,BPE,log,256,64,789,0.26620370370370366,0.006547285010986554,0.2569444444444444,0.2708333333333333,0.2662037037037037,0.02160493827160496,2026-03-22T02:39:40.833145,,,,,,,,
S1,bci_iv_2a,BPE,log,256,64,2024,0.26851851851851855,0.005901642955547202,0.2604166666666667,0.2743055555555556,0.26851851851851855,0.024691358024691357,2026-03-22T02:39:40.833646,,,,,,,,
S1,bci_iv_2a,BPE,binary,256,64,42,0.2662037037037037,0.00995639498500305,0.2534722222222222,0.2777777777777778,0.2662037037037037,0.02160493827160496,2026-03-22T02:41:17.531145,,,,,,,,
S1,bci_iv_2a,BPE,binary,256,64,123,0.2667824074074074,0.004092053131866579,0.2638888888888889,0.2725694444444444,0.2667824074074074,0.022376543209876514,2026-03-22T02:41:17.532144,,,,,,,,
S1,bci_iv_2a,BPE,binary,256,64,456,0.2667824074074074,0.008544457789486936,0.2569444444444444,0.2777777777777778,0.2667824074074074,0.022376543209876587,2026-03-22T02:41:17.533144,,,,,,,,
S1,bci_iv_2a,BPE,binary,256,64,789,0.2662037037037037,0.008184106263733186,0.2604166666666667,0.2777777777777778,0.26620370370370366,0.021604938271604923,2026-03-22T02:41:17.533644,,,,,,,,
S1,bci_iv_2a,BPE,binary,256,64,2024,0.2667824074074074,0.011803285911094412,0.2552083333333333,0.2829861111111111,0.2667824074074074,0.02237654320987655,2026-03-22T02:41:17.534644,,,,,,,,
S1,bci_iv_2a,Raw,raw,256,64,42,0.24305555555555558,0.008852464433320802,0.2309027777777778,0.2517361111111111,0.24305555555555558,-0.009259259259259264,2026-03-22T02:41:26.368785,,,,,,,,
S1,bci_iv_2a,Raw,raw,256,64,123,0.24594907407407407,0.005901642955547209,0.2378472222222222,0.2517361111111111,0.24594907407407407,-0.005401234567901277,2026-03-22T02:41:26.369786,,,,,,,,
S1,bci_iv_2a,Raw,raw,256,64,456,0.24479166666666663,0.011602973180418643,0.22916666666666666,0.2569444444444444,0.24479166666666666,-0.00694444444444442,2026-03-22T02:41:26.370786,,,,,,,,
S1,bci_iv_2a,Raw,raw,256,64,789,0.24247685185185186,0.007807139793537056,0.23263888888888892,0.2517361111111111,0.24247685185185186,-0.01003086419753089,2026-03-22T02:41:26.371787,,,,,,,,
S1,bci_iv_2a,Raw,raw,256,64,2024,0.24826388888888884,0.011071253744044543,0.23263888888888892,0.2569444444444444,0.24826388888888892,-0.0023148148148148064,2026-03-22T02:41:26.372286,,,,,,,,
S1,bci_iv_2a,Raw,log,256,64,42,0.24016203703703706,0.0008184106263733161,0.23958333333333334,0.24131944444444445,0.240162037037037,-0.013117283950617287,2026-03-22T02:43:58.656525,,,,,,,,
S1,bci_iv_2a,Raw,log,256,64,123,0.24016203703703706,0.0021653109877164036,0.2378472222222222,0.24305555555555555,0.24016203703703706,-0.013117283950617287,2026-03-22T02:43:58.657525,,,,,,,,
S1,bci_iv_2a,Raw,log,256,64,456,0.24074074074074073,0.0016368212527466321,0.23958333333333334,0.24305555555555555,0.2407407407407407,-0.01234567901234566,2026-03-22T02:43:58.658525,,,,,,,,
S1,bci_iv_2a,Raw,log,256,64,789,0.24016203703703706,0.0008184106263733161,0.23958333333333334,0.24131944444444445,0.240162037037037,-0.013117283950617287,2026-03-22T02:43:58.658525,,,,,,,,
S1,bci_iv_2a,Raw,log,256,64,2024,0.23958333333333334,0.001417528786332864,0.2378472222222222,0.24131944444444445,0.23958333333333334,-0.013888888888888914,2026-03-22T02:43:58.660034,,,,,,,,
S1,bci_iv_2a,Raw,binary,256,64,42,0.25,0.0,0.25,0.25,0.25,0.0,2026-03-22T02:46:42.978833,,,,,,,,
S1,bci_iv_2a,Raw,binary,256,64,123,0.25,0.0,0.25,0.25,0.25,0.0,2026-03-22T02:46:42.979833,,,,,,,,
S1,bci_iv_2a,Raw,binary,256,64,456,0.25,0.0,0.25,0.25,0.25,0.0,2026-03-22T02:46:42.980834,,,,,,,,
S1,bci_iv_2a,Raw,binary,256,64,789,0.25,0.0,0.25,0.25,0.25,0.0,2026-03-22T02:46:42.980834,,,,,,,,
S1,bci_iv_2a,Raw,binary,256,64,2024,0.25,0.0,0.25,0.25,0.25,0.0,2026-03-22T02:46:42.982340,,,,,,,,
S2,sleep_edf,,log,256,64,42,0.8335901636729148,0.036824873760548354,0.7833333333333333,0.8705420827389444,0.6143575544481175,0.6771958176918322,2026-03-22T02:52:32.215816,BPE_Hist_log_LogReg,,,,,,,
S2,sleep_edf,,log,256,64,123,0.7980726087155992,0.10955279874326328,0.6450354609929078,0.895506419400856,0.6243740470981387,0.6411490956779141,2026-03-22T02:52:32.216816,BPE_Hist_log_LogReg,,,,,,,
S2,sleep_edf,,log,256,64,456,0.755688400366096,0.1041812846325368,0.6180851063829788,0.8700927908636689,0.5995315490733191,0.5835804944914663,2026-03-22T02:52:32.221815,BPE_Hist_log_LogReg,,,,,,,
S2,sleep_edf,,log,256,64,789,0.8062006654990007,0.08512516106864809,0.6858156028368795,0.8665239114917916,0.625211504392627,0.6451879690390158,2026-03-22T02:52:32.222815,BPE_Hist_log_LogReg,,,,,,,
S2,sleep_edf,,log,256,64,2024,0.7618124610271592,0.1255074412266298,0.5858156028368794,0.8697359029264811,0.604851839647805,0.5875885581518143,2026-03-22T02:52:32.223816,BPE_Hist_log_LogReg,,,,,,,
S2,sleep_edf,,log,256,64,42,0.8802264501821652,0.013283285573812845,0.8615274803711634,0.8911347517730497,0.5503579118640318,0.7497352120775046,2026-03-22T02:54:33.928259,BPE_Hist_log_RF,,,,,,,
S2,sleep_edf,,log,256,64,123,0.8802264501821652,0.013283285573812845,0.8703573597148697,0.8900955406494605,0.5503579118640318,0.7497352120775046,2026-03-22T02:54:33.929757,BPE_Hist_log_RF,,,,,,,
S2,sleep_edf,,log,256,64,456,0.8802264501821652,0.013283285573812845,0.8615274803711634,0.8911347517730497,0.5503579118640318,0.7497352120775046,2026-03-22T02:54:33.930258,BPE_Hist_log_RF,,,,,,,
S2,sleep_edf,,log,256,64,789,0.8802264501821652,0.013283285573812845,0.8615274803711634,0.8911347517730497,0.5503579118640318,0.7497352120775046,2026-03-22T02:54:33.930759,BPE_Hist_log_RF,,,,,,,
S2,sleep_edf,,log,256,64,2024,0.8802264501821652,0.013283285573812845,0.8615274803711634,0.8911347517730497,0.5503579118640318,0.7497352120775046,2026-03-22T02:54:33.931762,BPE_Hist_log_RF,,,,,,,
S2,sleep_edf,,binary,256,64,42,0.7966796156027951,0.07660086003324304,0.6886524822695036,0.8577032810271041,0.5969315726046899,0.6255807914068452,2026-03-22T03:00:09.877458,BPE_Hist_binary_LogReg,,,,,,,
S2,sleep_edf,,binary,256,64,123,0.7823379582494588,0.08382153238610829,0.6645390070921986,0.8527104136947218,0.5884701548576501,0.6046574799714369,2026-03-22T03:00:09.878458,BPE_Hist_binary_LogReg,,,,,,,
S2,sleep_edf,,binary,256,64,456,0.7775074032374985,0.09527861891253339,0.6429078014184397,0.8502139800285308,0.5963759768387549,0.6030216325226606,2026-03-22T03:00:09.879458,BPE_Hist_binary_LogReg,,,,,,,
S2,sleep_edf,,binary,256,64,789,0.7853186125264622,0.08715995479345053,0.6620567375886525,0.8473609129814551,0.5653112319592452,0.6108082099783244,2026-03-22T03:00:09.879958,BPE_Hist_binary_LogReg,,,,,,,
S2,sleep_edf,,binary,256,64,2024,0.7857024224104986,0.05806582972856595,0.7056737588652483,0.8416547788873038,0.5620737071127152,0.601871721798027,2026-03-22T03:00:09.880960,BPE_Hist_binary_LogReg,,,,,,,
S2,sleep_edf,,binary,256,64,42,0.866593262016695,0.009985646029589762,0.8529621698786581,0.87660485021398,0.45039339316926874,0.7055993345834284,2026-03-22T03:00:32.542446,BPE_Hist_binary_RF,,,,,,,
S2,sleep_edf,,binary,256,64,123,0.866593262016695,0.009985646029589762,0.8529621698786581,0.87660485021398,0.45039339316926874,0.7055993345834284,2026-03-22T03:00:32.543447,BPE_Hist_binary_RF,,,,,,,
S2,sleep_edf,,binary,256,64,456,0.866593262016695,0.009985646029589762,0.8529621698786581,0.87660485021398,0.45039339316926874,0.7055993345834284,2026-03-22T03:00:32.543946,BPE_Hist_binary_RF,,,,,,,
S2,sleep_edf,,binary,256,64,789,0.866593262016695,0.009985646029589762,0.8529621698786581,0.87660485021398,0.45039339316926874,0.7055993345834284,2026-03-22T03:00:32.544947,BPE_Hist_binary_RF,,,,,,,
S2,sleep_edf,,binary,256,64,2024,0.866593262016695,0.009985646029589762,0.8529621698786581,0.87660485021398,0.45039339316926874,0.7055993345834283,2026-03-22T03:00:32.545947,BPE_Hist_binary_RF,,,,,,,
S2,bci_iv_2a,,log,256,64,42,0.26851851851851855,0.00830596070278203,0.2569444444444444,0.2760416666666667,0.26851851851851855,0.024691358024691357,2026-03-22T03:02:03.401996,BPE_Hist_log_LogReg,,,,,,,
S2,bci_iv_2a,,log,256,64,123,0.2679398148148148,0.006698979689114708,0.2586805555555556,0.2743055555555556,0.2679398148148148,0.023919753086419766,2026-03-22T03:02:03.402997,BPE_Hist_log_LogReg,,,,,,,
S2,bci_iv_2a,,log,256,64,456,0.2690972222222222,0.00885246443332082,0.2569444444444444,0.2777777777777778,0.2690972222222222,0.025462962962962982,2026-03-22T03:02:03.404502,BPE_Hist_log_LogReg,,,,,,,
S2,bci_iv_2a,,log,256,64,789,0.2679398148148148,0.008060409882629713,0.2569444444444444,0.2760416666666667,0.2679398148148148,0.023919753086419766,2026-03-22T03:02:03.404502,BPE_Hist_log_LogReg,,,,,,,
S2,bci_iv_2a,,log,256,64,2024,0.2650462962962963,0.006992503456941304,0.2552083333333333,0.2708333333333333,0.26504629629629634,0.020061728395061706,2026-03-22T03:02:03.406009,BPE_Hist_log_LogReg,,,,,,,
S2,bci_iv_2a,,log,256,64,42,0.24305555555555555,0.007087643931664286,0.234375,0.2517361111111111,0.24305555555555555,-0.009259259259259264,2026-03-22T03:03:16.038765,BPE_Hist_log_RF,,,,,,,
S2,bci_iv_2a,,log,256,64,123,0.24305555555555555,0.007087643931664286,0.234375,0.2517361111111111,0.24305555555555555,-0.009259259259259264,2026-03-22T03:03:16.039764,BPE_Hist_log_RF,,,,,,,
S2,bci_iv_2a,,log,256,64,456,0.24305555555555555,0.007087643931664286,0.234375,0.2517361111111111,0.24305555555555555,-0.009259259259259264,2026-03-22T03:03:16.040768,BPE_Hist_log_RF,,,,,,,
S2,bci_iv_2a,,log,256,64,789,0.24305555555555555,0.007087643931664286,0.234375,0.2517361111111111,0.24305555555555555,-0.009259259259259264,2026-03-22T03:03:16.041272,BPE_Hist_log_RF,,,,,,,
S2,bci_iv_2a,,log,256,64,2024,0.24305555555555555,0.007087643931664286,0.234375,0.2517361111111111,0.24305555555555555,-0.009259259259259264,2026-03-22T03:03:16.042272,BPE_Hist_log_RF,,,,,,,
S2,bci_iv_2a,,binary,256,64,42,0.2633101851851852,0.009438371776794045,0.2534722222222222,0.2760416666666667,0.2633101851851852,0.0177469135802469,2026-03-22T03:04:25.997226,BPE_Hist_binary_LogReg,,,,,,,
S2,bci_iv_2a,,binary,256,64,123,0.26678240740740744,0.01286233262204448,0.2552083333333333,0.2847222222222222,0.2667824074074074,0.022376543209876514,2026-03-22T03:04:25.997726,BPE_Hist_binary_LogReg,,,,,,,
S2,bci_iv_2a,,binary,256,64,456,0.2621527777777778,0.005670115145331433,0.2552083333333333,0.2690972222222222,0.2621527777777778,0.016203703703703682,2026-03-22T03:04:25.998726,BPE_Hist_binary_LogReg,,,,,,,
S2,bci_iv_2a,,binary,256,64,789,0.2667824074074074,0.007807139793537059,0.2604166666666667,0.2777777777777778,0.2667824074074074,0.02237654320987655,2026-03-22T03:04:25.999725,BPE_Hist_binary_LogReg,,,,,,,
S2,bci_iv_2a,,binary,256,64,2024,0.265625,0.00992270150433001,0.2569444444444444,0.2795138888888889,0.26562499999999994,0.020833333333333332,2026-03-22T03:04:26.000224,BPE_Hist_binary_LogReg,,,,,,,
S2,bci_iv_2a,,binary,256,64,42,0.2494212962962963,0.032520882681081296,0.2222222222222222,0.2951388888888889,0.2494212962962963,-0.0007716049382715898,2026-03-22T03:05:38.495101,BPE_Hist_binary_RF,,,,,,,
S2,bci_iv_2a,,binary,256,64,123,0.2494212962962963,0.032520882681081296,0.2222222222222222,0.2951388888888889,0.2494212962962963,-0.0007716049382715898,2026-03-22T03:05:38.496105,BPE_Hist_binary_RF,,,,,,,
S2,bci_iv_2a,,binary,256,64,456,0.2494212962962963,0.032520882681081296,0.2222222222222222,0.2951388888888889,0.2494212962962963,-0.0007716049382715898,2026-03-22T03:05:38.497108,BPE_Hist_binary_RF,,,,,,,
S2,bci_iv_2a,,binary,256,64,789,0.2494212962962963,0.032520882681081296,0.2222222222222222,0.2951388888888889,0.2494212962962963,-0.0007716049382715898,2026-03-22T03:05:38.497607,BPE_Hist_binary_RF,,,,,,,
S2,bci_iv_2a,,binary,256,64,2024,0.2494212962962963,0.032520882681081296,0.2222222222222222,0.2951388888888889,0.2494212962962963,-0.0007716049382715898,2026-03-22T03:05:38.498609,BPE_Hist_binary_RF,,,,,,,
S3,sleep_edf,,raw,256,64,42,0.6582692243213043,0.03745606667098015,0.6205673758865248,0.7093437945791726,0.5398855102703805,0.4071502165908674,2026-03-22T03:27:33.428737,Windowed_raw_LogReg,5,,,,,,
S3,sleep_edf,,raw,256,64,123,0.7827810234248055,0.1168058132184088,0.6202127659574468,0.8894436519258203,0.4989532761027065,0.6133272806653588,2026-03-22T03:27:33.430237,Windowed_raw_LogReg,5,,,,,,
S3,sleep_edf,,raw,256,64,456,0.6879819795223933,0.1303240109106779,0.5102836879432624,0.8191868758915835,0.5060572635212678,0.47086575934663877,2026-03-22T03:27:33.434241,Windowed_raw_LogReg,5,,,,,,
S3,sleep_edf,,raw,256,64,789,0.7067112043429891,0.06266673800778091,0.6553191489361702,0.7949358059914408,0.550848769141407,0.4782306158932233,2026-03-22T03:27:33.435241,Windowed_raw_LogReg,5,,,,,,
S3,sleep_edf,,raw,256,64,2024,0.7484621156058099,0.10580498261175858,0.6021276595744681,0.8486795146324054,0.5874415671946879,0.5492045351511149,2026-03-22T03:27:33.435741,Windowed_raw_LogReg,5,,,,,,
S3,sleep_edf,,log,256,64,42,0.8535249017916366,0.03578779555132263,0.8049645390070922,0.8901569186875892,0.613448011534907,0.7088383733190762,2026-03-22T03:35:41.610940,Windowed_log_LogReg,5,,,,,,
S3,sleep_edf,,log,256,64,123,0.8524389794058607,0.02871296574094786,0.8131205673758867,0.8808844507845933,0.6104989506045625,0.7060431339414358,2026-03-22T03:35:41.611940,Windowed_log_LogReg,5,,,,,,
S3,sleep_edf,,log,256,64,456,0.8499573843862501,0.03240157176721362,0.8053191489361703,0.8812410841654779,0.6023044960754587,0.7012649532993334,2026-03-22T03:35:41.612940,Windowed_log_LogReg,5,,,,,,
S3,sleep_edf,,log,256,64,789,0.8526819611603985,0.03136362245739953,0.8102836879432624,0.8851640513552068,0.6027495424440205,0.7057395497902995,2026-03-22T03:35:41.613440,Windowed_log_LogReg,5,,,,,,
S3,sleep_edf,,log,256,64,2024,0.8531639669508361,0.033976498604764344,0.8070921985815603,0.8880171184022826,0.6065295124786771,0.7075837079401887,2026-03-22T03:35:41.614440,Windowed_log_LogReg,5,,,,,,
S3,sleep_edf,,binary,256,64,42,0.8533930347661589,0.03144207095614839,0.8113475177304964,0.8869472182596291,0.5945118562996946,0.7069458501953395,2026-03-22T03:44:05.357752,Windowed_binary_LogReg,5,,,,,,
S3,sleep_edf,,binary,256,64,123,0.8516197348973389,0.03313088478370787,0.8063829787234043,0.8848074179743225,0.5988286742628349,0.7042910953664724,2026-03-22T03:44:05.358752,Windowed_binary_LogReg,5,,,,,,
S3,sleep_edf,,binary,256,64,456,0.8520899350524687,0.03129024229337264,0.8092198581560283,0.8830242510699001,0.5944443608415931,0.7045664909955432,2026-03-22T03:44:05.359252,Windowed_binary_LogReg,5,,,,,,
S3,sleep_edf,,binary,256,64,789,0.8532641245655995,0.026974341130704058,0.8166666666666668,0.8808844507845933,0.5958264429205125,0.7059712649209717,2026-03-22T03:44:05.360252,Windowed_binary_LogReg,5,,,,,,
S3,sleep_edf,,binary,256,64,2024,0.8543398448402423,0.02991661849149168,0.8138297872340425,0.8851640513552068,0.5970216613428456,0.708537074384823,2026-03-22T03:44:05.360752,Windowed_binary_LogReg,5,,,,,,
S3,bci_iv_2a,,raw,256,64,42,0.2858796296296296,0.02415351476239492,0.2552083333333333,0.3142361111111111,0.2858796296296297,0.0478395061728395,2026-03-22T03:45:52.676704,Windowed_raw_LogReg,5,,,,,,
S3,bci_iv_2a,,raw,256,64,123,0.2853009259259259,0.024111882703703312,0.2552083333333333,0.3142361111111111,0.285300925925926,0.04706790123456791,2026-03-22T03:45:52.677704,Windowed_raw_LogReg,5,,,,,,
S3,bci_iv_2a,,raw,256,64,456,0.2853009259259259,0.024111882703703312,0.2552083333333333,0.3142361111111111,0.285300925925926,0.04706790123456791,2026-03-22T03:45:52.678704,Windowed_raw_LogReg,5,,,,,,
S3,bci_iv_2a,,raw,256,64,789,0.2858796296296296,0.02415351476239492,0.2552083333333333,0.3142361111111111,0.2858796296296297,0.0478395061728395,2026-03-22T03:45:52.679204,Windowed_raw_LogReg,5,,,,,,
S3,bci_iv_2a,,raw,256,64,2024,0.2858796296296296,0.02415351476239492,0.2552083333333333,0.3142361111111111,0.2858796296296297,0.0478395061728395,2026-03-22T03:45:52.680203,Windowed_raw_LogReg,5,,,,,,
S3,bci_iv_2a,,log,256,64,42,0.32175925925925924,0.029062221133078065,0.2864583333333333,0.3576388888888889,0.3217592592592593,0.09567901234567903,2026-03-22T03:47:52.310469,Windowed_log_LogReg,5,,,,,,
S3,bci_iv_2a,,log,256,64,123,0.31712962962962965,0.02892360879536992,0.2864583333333333,0.35590277777777785,0.31712962962962965,0.0895061728395062,2026-03-22T03:47:52.311468,Windowed_log_LogReg,5,,,,,,
S3,bci_iv_2a,,log,256,64,456,0.3159722222222222,0.027044725568397963,0.2847222222222222,0.3506944444444444,0.31597222222222227,0.08796296296296298,2026-03-22T03:47:52.311968,Windowed_log_LogReg,5,,,,,,
S3,bci_iv_2a,,log,256,64,789,0.3177083333333333,0.03191801442855944,0.2777777777777778,0.35590277777777785,0.3177083333333333,0.09027777777777779,2026-03-22T03:47:52.312968,Windowed_log_LogReg,5,,,,,,
S3,bci_iv_2a,,log,256,64,2024,0.31539351851851855,0.02940589355535302,0.2829861111111111,0.3541666666666667,0.31539351851851855,0.08719135802469136,2026-03-22T03:47:52.313468,Windowed_log_LogReg,5,,,,,,
S3,bci_iv_2a,,binary,256,64,42,0.3107638888888889,0.004252586358998558,0.3055555555555556,0.3159722222222222,0.3107638888888889,0.08101851851851849,2026-03-22T03:49:50.694926,Windowed_binary_LogReg,5,,,,,,
S3,bci_iv_2a,,binary,256,64,123,0.31192129629629634,0.0029508214777735917,0.3090277777777778,0.3159722222222222,0.31192129629629634,0.0825617283950617,2026-03-22T03:49:50.695926,Windowed_binary_LogReg,5,,,,,,
S3,bci_iv_2a,,binary,256,64,456,0.3072916666666667,0.002835057572665728,0.3038194444444444,0.3107638888888889,0.3072916666666667,0.07638888888888888,2026-03-22T03:49:50.696926,Windowed_binary_LogReg,5,,,,,,
S3,bci_iv_2a,,binary,256,64,789,0.31134259259259256,0.0008184106263733161,0.3107638888888889,0.3125,0.31134259259259256,0.08179012345679011,2026-03-22T03:49:50.697426,Windowed_binary_LogReg,5,,,,,,
